Expected,Predicted,LIME explanations
6,5.4,"[('alcohol > 0.72', 0.7150646576156431), ('free sulfur dioxide <= -0.71', -0.2329710928313776), ('residual sugar <= -0.93', -0.11694536124255261), ('-0.18 < volatile acidity <= 0.42', -0.11128207558207139), ('fixed acidity > 0.52', -0.07700045538338411), ('density <= -0.76', 0.06609551993229203)]"
5,5.82,"[('alcohol > 0.72', 0.7234326153660812), ('free sulfur dioxide <= -0.71', -0.25332136771192443), ('residual sugar <= -0.93', -0.10526889777935418), ('-0.18 < volatile acidity <= 0.42', -0.10100755305506326), ('fixed acidity > 0.52', -0.09345260309961047), ('density <= -0.76', 0.08199250229918315)]"
5,5.44,"[('alcohol > 0.72', 0.7091256582843196), ('free sulfur dioxide <= -0.71', -0.24336237319081125), ('residual sugar <= -0.93', -0.12189605345060235), ('-0.18 < volatile acidity <= 0.42', -0.11620728337223807), ('fixed acidity > 0.52', -0.10477304167349259), ('density <= -0.76', 0.0810651587353088)]"
6,6.36,"[('alcohol > 0.72', 0.7011982093100629), ('free sulfur dioxide <= -0.71', -0.24454878031035412), ('-0.18 < volatile acidity <= 0.42', -0.1266450942008184), ('residual sugar <= -0.93', -0.12462123785561513), ('fixed acidity > 0.52', -0.09325819640484821), ('density <= -0.76', 0.08058115347098983)]"
5,6.16,"[('alcohol > 0.72', 0.7055908407107809), ('free sulfur dioxide <= -0.71', -0.2531096631602976), ('-0.18 < volatile acidity <= 0.42', -0.11012357074535739), ('residual sugar <= -0.93', -0.10918952183587471), ('fixed acidity > 0.52', -0.09375167083230643), ('density <= -0.76', 0.07138971606638211)]"
6,6.04,"[('alcohol > 0.72', 0.7011982915933104), ('free sulfur dioxide <= -0.71', -0.24893571450884064), ('-0.18 < volatile acidity <= 0.42', -0.09994857215908873), ('residual sugar <= -0.93', -0.09588781171587964), ('density <= -0.76', 0.08777002514346), ('fixed acidity > 0.52', -0.08365430849611331)]"
4,4.9,"[('alcohol > 0.72', 0.706738683991446), ('free sulfur dioxide <= -0.71', -0.24686647797974315), ('-0.18 < volatile acidity <= 0.42', -0.11188653245849364), ('residual sugar <= -0.93', -0.10310253341956929), ('fixed acidity > 0.52', -0.0825040468359255), ('density <= -0.76', 0.05258676332883687)]"
4,4.9,"[('alcohol > 0.72', 0.6920665265310004), ('free sulfur dioxide <= -0.71', -0.2355968076453591), ('-0.18 < volatile acidity <= 0.42', -0.11330006173721925), ('residual sugar <= -0.93', -0.10208281109226648), ('fixed acidity > 0.52', -0.10142836223172358), ('density <= -0.76', 0.09024323146323714)]"
7,5.72,"[('alcohol > 0.72', 0.7216006196295711), ('free sulfur dioxide <= -0.71', -0.23793973793171055), ('-0.18 < volatile acidity <= 0.42', -0.09893285322540163), ('residual sugar <= -0.93', -0.0960640428280572), ('density <= -0.76', 0.07610892201962177), ('fixed acidity > 0.52', -0.06617360462070199)]"
6,6.18,"[('alcohol > 0.72', 0.7119144841880564), ('free sulfur dioxide <= -0.71', -0.2638762059528449), ('residual sugar <= -0.93', -0.11370404369479165), ('-0.18 < volatile acidity <= 0.42', -0.10987813557428079), ('fixed acidity > 0.52', -0.08838496807726252), ('density <= -0.76', 0.07327554313868825)]"
6,5.76,"[('alcohol > 0.72', 0.7165420580940784), ('free sulfur dioxide <= -0.71', -0.26046584611610507), ('residual sugar <= -0.93', -0.1313392622455141), ('-0.18 < volatile acidity <= 0.42', -0.10124328824524935), ('fixed acidity > 0.52', -0.08180153138243904), ('density <= -0.76', 0.07202338204647231)]"
7,6.36,"[('alcohol > 0.72', 0.7148448053491011), ('free sulfur dioxide <= -0.71', -0.23181584871688626), ('-0.18 < volatile acidity <= 0.42', -0.11409775195795645), ('residual sugar <= -0.93', -0.1060042210057831), ('fixed acidity > 0.52', -0.10239843270879623), ('density <= -0.76', 0.07555984415619589)]"
5,5.06,"[('alcohol > 0.72', 0.7225147938037607), ('free sulfur dioxide <= -0.71', -0.22553256002743874), ('residual sugar <= -0.93', -0.12281484836326773), ('-0.18 < volatile acidity <= 0.42', -0.10287056892231175), ('fixed acidity > 0.52', -0.09133634437507958), ('density <= -0.76', 0.07549857033627808)]"
6,6.5,"[('alcohol > 0.72', 0.7054014566408886), ('free sulfur dioxide <= -0.71', -0.25341058587622084), ('residual sugar <= -0.93', -0.11793545496245265), ('-0.18 < volatile acidity <= 0.42', -0.10889076815539228), ('density <= -0.76', 0.10424205863071646), ('fixed acidity > 0.52', -0.09193532189667818)]"
6,6.3,"[('alcohol > 0.72', 0.7041362923594001), ('free sulfur dioxide <= -0.71', -0.2567561740882216), ('-0.18 < volatile acidity <= 0.42', -0.11569342375523589), ('residual sugar <= -0.93', -0.11407667471524718), ('fixed acidity > 0.52', -0.09803003002372547), ('density <= -0.76', 0.0742974626116619)]"
6,6.7,"[('alcohol > 0.72', 0.7078943815657395), ('free sulfur dioxide <= -0.71', -0.24217143785767595), ('-0.18 < volatile acidity <= 0.42', -0.11138717057331589), ('residual sugar <= -0.93', -0.10664190812609747), ('fixed acidity > 0.52', -0.08922362024487099), ('density <= -0.76', 0.06402955696991523)]"
6,6.12,"[('alcohol > 0.72', 0.7045144759896768), ('free sulfur dioxide <= -0.71', -0.22991909537983388), ('residual sugar <= -0.93', -0.11079769814238014), ('-0.18 < volatile acidity <= 0.42', -0.10941941600929996), ('fixed acidity > 0.52', -0.10117289783003122), ('density <= -0.76', 0.07834619382970896)]"
6,5.9,"[('alcohol > 0.72', 0.7087975105849208), ('free sulfur dioxide <= -0.71', -0.22828642388304043), ('-0.18 < volatile acidity <= 0.42', -0.1153801940986529), ('residual sugar <= -0.93', -0.11370588914420239), ('fixed acidity > 0.52', -0.08861075706333489), ('density <= -0.76', 0.05541739782766961)]"
6,5.74,"[('alcohol > 0.72', 0.7141300162959006), ('free sulfur dioxide <= -0.71', -0.2564720267496541), ('residual sugar <= -0.93', -0.1311922215503817), ('-0.18 < volatile acidity <= 0.42', -0.11417944136171544), ('density <= -0.76', 0.09193725660817405), ('fixed acidity > 0.52', -0.08148376543467416)]"
6,6.22,"[('alcohol > 0.72', 0.7124947747242462), ('free sulfur dioxide <= -0.71', -0.23565328892359916), ('residual sugar <= -0.93', -0.11901983149473477), ('-0.18 < volatile acidity <= 0.42', -0.10555806292355564), ('density <= -0.76', 0.08969281199082572), ('fixed acidity > 0.52', -0.07921451245461669)]"
6,5.64,"[('alcohol > 0.72', 0.712312265865157), ('free sulfur dioxide <= -0.71', -0.23472463837745383), ('residual sugar <= -0.93', -0.12179140662531994), ('-0.18 < volatile acidity <= 0.42', -0.10499382646407285), ('fixed acidity > 0.52', -0.09321746205262078), ('density <= -0.76', 0.07204350253174817)]"
7,6.74,"[('alcohol > 0.72', 0.7052536977314583), ('free sulfur dioxide <= -0.71', -0.24331622220462626), ('-0.18 < volatile acidity <= 0.42', -0.11031055475922495), ('residual sugar <= -0.93', -0.10968190525532379), ('fixed acidity > 0.52', -0.08694950642018683), ('density <= -0.76', 0.07316405343894299)]"
7,6.7,"[('alcohol > 0.72', 0.7172070523360822), ('free sulfur dioxide <= -0.71', -0.2366601294807107), ('-0.18 < volatile acidity <= 0.42', -0.10728441612548299), ('residual sugar <= -0.93', -0.1049489983662339), ('density <= -0.76', 0.08878631370526666), ('fixed acidity > 0.52', -0.06485894227476208)]"
5,5.92,"[('alcohol > 0.72', 0.7180127023865754), ('free sulfur dioxide <= -0.71', -0.23952685796581563), ('residual sugar <= -0.93', -0.10953212404550192), ('-0.18 < volatile acidity <= 0.42', -0.10311464571930595), ('fixed acidity > 0.52', -0.10193067659090442), ('density <= -0.76', 0.10012272164893239)]"
5,5.22,"[('alcohol > 0.72', 0.7144313560810719), ('free sulfur dioxide <= -0.71', -0.22059754067821066), ('residual sugar <= -0.93', -0.12033366398921924), ('-0.18 < volatile acidity <= 0.42', -0.1133445282975175), ('fixed acidity > 0.52', -0.08045378029041995), ('density <= -0.76', 0.07508702650185725)]"
5,5.08,"[('alcohol > 0.72', 0.7116167037436059), ('free sulfur dioxide <= -0.71', -0.2533793362808037), ('residual sugar <= -0.93', -0.11045451573792224), ('-0.18 < volatile acidity <= 0.42', -0.09918413668541662), ('density <= -0.76', 0.09047203269644581), ('fixed acidity > 0.52', -0.08893626677501659)]"
5,5.08,"[('alcohol > 0.72', 0.7135149888347964), ('free sulfur dioxide <= -0.71', -0.24751673014590103), ('residual sugar <= -0.93', -0.1248145629650085), ('fixed acidity > 0.52', -0.09938139239704412), ('-0.18 < volatile acidity <= 0.42', -0.09593702773992417), ('density <= -0.76', 0.07416661921517527)]"
8,8.0,"[('alcohol > 0.72', 0.7084933131137285), ('free sulfur dioxide <= -0.71', -0.2693950362696108), ('residual sugar <= -0.93', -0.11719487025418937), ('-0.18 < volatile acidity <= 0.42', -0.11648862600375523), ('fixed acidity > 0.52', -0.08966355055756751), ('density <= -0.76', 0.06089770886384657)]"
8,8.0,"[('alcohol > 0.72', 0.7021063316541272), ('free sulfur dioxide <= -0.71', -0.22068445463631745), ('residual sugar <= -0.93', -0.11028559233658829), ('-0.18 < volatile acidity <= 0.42', -0.09809298450956982), ('fixed acidity > 0.52', -0.082522902822373), ('density <= -0.76', 0.0610613447705126)]"
6,6.52,"[('alcohol > 0.72', 0.7045905406275944), ('free sulfur dioxide <= -0.71', -0.2570952828732791), ('residual sugar <= -0.93', -0.13190242168054292), ('-0.18 < volatile acidity <= 0.42', -0.10325103197013753), ('fixed acidity > 0.52', -0.10305871849260143), ('density <= -0.76', 0.06976649212464903)]"
6,5.8,"[('alcohol > 0.72', 0.7093343930958012), ('free sulfur dioxide <= -0.71', -0.23706456497125894), ('-0.18 < volatile acidity <= 0.42', -0.10848409730733319), ('residual sugar <= -0.93', -0.10700126276925838), ('fixed acidity > 0.52', -0.10608598017415502), ('density <= -0.76', 0.07027775331337793)]"
6,6.04,"[('alcohol > 0.72', 0.7059276187349147), ('free sulfur dioxide <= -0.71', -0.24808467380703078), ('-0.18 < volatile acidity <= 0.42', -0.11565410769162485), ('residual sugar <= -0.93', -0.11135989036994669), ('density <= -0.76', 0.08042158262713245), ('fixed acidity > 0.52', -0.06288250937336427)]"
5,5.7,"[('alcohol > 0.72', 0.7141467780474031), ('free sulfur dioxide <= -0.71', -0.22963909108524758), ('residual sugar <= -0.93', -0.14231687793790512), ('-0.18 < volatile acidity <= 0.42', -0.11271835940054623), ('fixed acidity > 0.52', -0.10652158596259426), ('density <= -0.76', 0.08530947530473404)]"
6,5.88,"[('alcohol > 0.72', 0.699152857170924), ('free sulfur dioxide <= -0.71', -0.2380941237132953), ('residual sugar <= -0.93', -0.12085845133732927), ('-0.18 < volatile acidity <= 0.42', -0.10858989389325176), ('fixed acidity > 0.52', -0.08509866595177383), ('density <= -0.76', 0.07760055943710328)]"
6,5.82,"[('alcohol > 0.72', 0.7198287619504148), ('free sulfur dioxide <= -0.71', -0.25076699327312885), ('-0.18 < volatile acidity <= 0.42', -0.10150394263236463), ('residual sugar <= -0.93', -0.09915511236446108), ('fixed acidity > 0.52', -0.09814985182249979), ('density <= -0.76', 0.07703125893665512)]"
5,5.3,"[('alcohol > 0.72', 0.6934182544828289), ('free sulfur dioxide <= -0.71', -0.2412747600860185), ('residual sugar <= -0.93', -0.11735058782966848), ('fixed acidity > 0.52', -0.11008029271394155), ('-0.18 < volatile acidity <= 0.42', -0.10973110198028994), ('density <= -0.76', 0.07409171447866483)]"
6,6.18,"[('alcohol > 0.72', 0.703519832265807), ('free sulfur dioxide <= -0.71', -0.2521324043074766), ('residual sugar <= -0.93', -0.12304223898451008), ('-0.18 < volatile acidity <= 0.42', -0.11916551543363449), ('fixed acidity > 0.52', -0.07223467527993996), ('density <= -0.76', 0.07021173979043642)]"
5,4.88,"[('alcohol > 0.72', 0.6995151474363387), ('free sulfur dioxide <= -0.71', -0.23547058674278176), ('-0.18 < volatile acidity <= 0.42', -0.1201448660905254), ('residual sugar <= -0.93', -0.11935398085868357), ('fixed acidity > 0.52', -0.07747645088147119), ('density <= -0.76', 0.06864724429284835)]"
5,5.02,"[('alcohol > 0.72', 0.7079978246796752), ('free sulfur dioxide <= -0.71', -0.2475714800447773), ('-0.18 < volatile acidity <= 0.42', -0.10561394093919942), ('residual sugar <= -0.93', -0.10307231835476693), ('fixed acidity > 0.52', -0.0917430999236719), ('density <= -0.76', 0.09043684693441605)]"
6,6.24,"[('alcohol > 0.72', 0.7249094111847116), ('free sulfur dioxide <= -0.71', -0.25615295702377844), ('residual sugar <= -0.93', -0.10658491745891077), ('-0.18 < volatile acidity <= 0.42', -0.10608770679300093), ('density <= -0.76', 0.07796884640362274), ('fixed acidity > 0.52', -0.0766534141538478)]"
5,5.72,"[('alcohol > 0.72', 0.7126221190331672), ('free sulfur dioxide <= -0.71', -0.25609569602329996), ('residual sugar <= -0.93', -0.14379476187781864), ('-0.18 < volatile acidity <= 0.42', -0.12067347659185768), ('fixed acidity > 0.52', -0.09387263791281442), ('density <= -0.76', 0.06720281470944196)]"
6,5.48,"[('alcohol > 0.72', 0.720742660703033), ('free sulfur dioxide <= -0.71', -0.2402883722509861), ('-0.18 < volatile acidity <= 0.42', -0.12766047776615091), ('residual sugar <= -0.93', -0.11484189550103903), ('fixed acidity > 0.52', -0.08664971519782726), ('density <= -0.76', 0.08647412589068967)]"
5,5.0,"[('alcohol > 0.72', 0.7041916581616275), ('free sulfur dioxide <= -0.71', -0.2426308763668778), ('residual sugar <= -0.93', -0.1346032314966794), ('-0.18 < volatile acidity <= 0.42', -0.10533548521804145), ('fixed acidity > 0.52', -0.0862930092252705), ('density <= -0.76', 0.07234142268243034)]"
6,6.48,"[('alcohol > 0.72', 0.7057486016341579), ('free sulfur dioxide <= -0.71', -0.2509353104752816), ('-0.18 < volatile acidity <= 0.42', -0.12598292636322334), ('residual sugar <= -0.93', -0.10190079675252577), ('density <= -0.76', 0.08421081988457772), ('fixed acidity > 0.52', -0.0828895842816495)]"
5,5.5,"[('alcohol > 0.72', 0.72118463259438), ('free sulfur dioxide <= -0.71', -0.25142874985712405), ('residual sugar <= -0.93', -0.12291157450811971), ('-0.18 < volatile acidity <= 0.42', -0.10772392737166592), ('density <= -0.76', 0.08883747415987961), ('fixed acidity > 0.52', -0.06775110323923561)]"
5,5.04,"[('alcohol > 0.72', 0.7305408988131514), ('free sulfur dioxide <= -0.71', -0.24115483393620812), ('residual sugar <= -0.93', -0.11685731725016514), ('-0.18 < volatile acidity <= 0.42', -0.10659402409046231), ('density <= -0.76', 0.07986442488294508), ('fixed acidity > 0.52', -0.07779224250725544)]"
7,6.86,"[('alcohol > 0.72', 0.714194688178155), ('free sulfur dioxide <= -0.71', -0.2610274715695919), ('-0.18 < volatile acidity <= 0.42', -0.12147742797898615), ('residual sugar <= -0.93', -0.1001853185898311), ('fixed acidity > 0.52', -0.09212021159314349), ('density <= -0.76', 0.07014740519869185)]"
6,6.04,"[('alcohol > 0.72', 0.6996376077891088), ('free sulfur dioxide <= -0.71', -0.2510317680860675), ('-0.18 < volatile acidity <= 0.42', -0.13420448894961132), ('residual sugar <= -0.93', -0.10886808346024683), ('fixed acidity > 0.52', -0.08682073366960795), ('density <= -0.76', 0.07883570404674056)]"
6,5.96,"[('alcohol > 0.72', 0.6989225854579684), ('free sulfur dioxide <= -0.71', -0.26293931551132144), ('-0.18 < volatile acidity <= 0.42', -0.10999557685574149), ('residual sugar <= -0.93', -0.10015565975545677), ('fixed acidity > 0.52', -0.08494353686899124), ('density <= -0.76', 0.0779956874651632)]"
6,5.96,"[('alcohol > 0.72', 0.6912050338578085), ('free sulfur dioxide <= -0.71', -0.2587523979778803), ('-0.18 < volatile acidity <= 0.42', -0.1128933175703701), ('residual sugar <= -0.93', -0.09837106465525391), ('fixed acidity > 0.52', -0.0838688136249704), ('density <= -0.76', 0.08346762022185188)]"
6,5.96,"[('alcohol > 0.72', 0.7180908706885578), ('free sulfur dioxide <= -0.71', -0.24909590273313137), ('residual sugar <= -0.93', -0.12669536792368088), ('-0.18 < volatile acidity <= 0.42', -0.10143850185687701), ('fixed acidity > 0.52', -0.0651795678405083), ('-0.05 < pH <= 0.61', -0.057079972560334424)]"
6,6.04,"[('alcohol > 0.72', 0.7091015153463466), ('free sulfur dioxide <= -0.71', -0.26436968685185896), ('-0.18 < volatile acidity <= 0.42', -0.11847228316738882), ('residual sugar <= -0.93', -0.10210622057797529), ('density <= -0.76', 0.09180413212545385), ('fixed acidity > 0.52', -0.08043256033569127)]"
6,6.4,"[('alcohol > 0.72', 0.7004468119222571), ('free sulfur dioxide <= -0.71', -0.2366844778018931), ('residual sugar <= -0.93', -0.11114715339074276), ('-0.18 < volatile acidity <= 0.42', -0.11012427877182288), ('fixed acidity > 0.52', -0.09504458023335075), ('density <= -0.76', 0.08885049006648905)]"
5,5.66,"[('alcohol > 0.72', 0.710128321614394), ('free sulfur dioxide <= -0.71', -0.25466010936972244), ('residual sugar <= -0.93', -0.10400601066030535), ('-0.18 < volatile acidity <= 0.42', -0.10049999705949206), ('fixed acidity > 0.52', -0.09313046921617468), ('density <= -0.76', 0.08486234884628831)]"
6,6.06,"[('alcohol > 0.72', 0.7008141960279382), ('free sulfur dioxide <= -0.71', -0.23597582684835555), ('residual sugar <= -0.93', -0.09866786083104717), ('density <= -0.76', 0.09864739288998865), ('fixed acidity > 0.52', -0.09281564072367247), ('-0.18 < volatile acidity <= 0.42', -0.08684674749325351)]"
5,5.26,"[('alcohol > 0.72', 0.7135797226465957), ('free sulfur dioxide <= -0.71', -0.21405105591020573), ('residual sugar <= -0.93', -0.12519993415084593), ('-0.18 < volatile acidity <= 0.42', -0.11142961784406187), ('density <= -0.76', 0.0919496672337686), ('fixed acidity > 0.52', -0.07455827522011493)]"
5,5.06,"[('alcohol > 0.72', 0.6972477355125932), ('free sulfur dioxide <= -0.71', -0.2327386468419368), ('residual sugar <= -0.93', -0.12684081596029131), ('-0.18 < volatile acidity <= 0.42', -0.09753177642772154), ('fixed acidity > 0.52', -0.0921230422810634), ('density <= -0.76', 0.06456819022279281)]"
6,5.64,"[('alcohol > 0.72', 0.7184511993752017), ('free sulfur dioxide <= -0.71', -0.25026506868332987), ('residual sugar <= -0.93', -0.13011442314209037), ('-0.18 < volatile acidity <= 0.42', -0.11528962295223955), ('fixed acidity > 0.52', -0.09214270706937921), ('density <= -0.76', 0.08002537564712513)]"
5,5.1,"[('alcohol > 0.72', 0.7295406816157624), ('free sulfur dioxide <= -0.71', -0.22683315071021617), ('residual sugar <= -0.93', -0.11002004306507197), ('-0.18 < volatile acidity <= 0.42', -0.1036451170126401), ('fixed acidity > 0.52', -0.1029091385777667), ('density <= -0.76', 0.06453081282065262)]"
